PdfType: central
Format: lhagrid1
---
9.261360E-10  1.131185E-09  1.381633E-09  1.687530E-09  2.061154E-09  2.517499E-09  3.074880E-09  3.755667E-09  4.587182E-09  5.602796E-09  6.843271E-09  8.358390E-09  1.020896E-08  1.246925E-08  1.522998E-08  1.860194E-08  2.272046E-08  2.775083E-08  3.389494E-08  4.139938E-08  5.056531E-08  6.176061E-08  7.543458E-08  9.213601E-08  1.125352E-07  1.374508E-07  1.678828E-07  2.050525E-07  2.504516E-07  3.059023E-07  3.736299E-07  4.563526E-07  5.573904E-07  6.807981E-07  8.315287E-07  1.015631E-06  1.240495E-06  1.515144E-06  1.850601E-06  2.260329E-06  2.760773E-06  3.372015E-06  4.118589E-06  5.030456E-06  6.144212E-06  7.504558E-06  9.166088E-06  1.119548E-05  1.367420E-05  1.670170E-05  2.039950E-05  2.491601E-05  3.043248E-05  3.717032E-05  4.539993E-05  5.017468E-05  5.545160E-05  6.128350E-05  6.772874E-05  7.485183E-05  8.272407E-05  9.142423E-05  1.010394E-04  1.116658E-04  1.234098E-04  1.363889E-04  1.507331E-04  1.665858E-04  1.841058E-04  2.034684E-04  2.248673E-04  2.485168E-04  2.746536E-04  3.035391E-04  3.354626E-04  3.707435E-04  4.097350E-04  4.528272E-04  5.004514E-04  5.530844E-04  6.112528E-04  6.755388E-04  7.465858E-04  8.251049E-04  9.118820E-04  1.007785E-03  1.113775E-03  1.230912E-03  1.360368E-03  1.503439E-03  1.661557E-03  1.836305E-03  2.029431E-03  2.242868E-03  2.478752E-03  2.739445E-03  3.027555E-03  3.345965E-03  3.697864E-03  4.086771E-03  4.516581E-03  4.991594E-03  5.516564E-03  6.096747E-03  6.737947E-03  7.446583E-03  8.229747E-03  9.095277E-03  1.005184E-02  1.110900E-02  1.227734E-02  1.356856E-02  1.499558E-02  1.657268E-02  1.831564E-02  2.024191E-02  2.237077E-02  2.472353E-02  2.732372E-02  3.019738E-02  3.337327E-02  3.688317E-02  4.076220E-02  4.504920E-02  4.978707E-02  5.502322E-02  6.081006E-02  6.720551E-02  7.427358E-02  8.208500E-02  9.071795E-02  1.002588E-01  1.108032E-01  1.224564E-01  1.353353E-01  1.422741E-01  1.495686E-01  1.572372E-01  1.652989E-01  1.737739E-01  1.826835E-01  1.920499E-01  2.018965E-01  2.122480E-01  2.231302E-01  2.345703E-01  2.465970E-01  2.592403E-01  2.725318E-01  2.865048E-01  3.011942E-01  3.166368E-01  3.328711E-01  3.499377E-01  3.678794E-01  3.867410E-01  4.065697E-01  4.274149E-01  4.493290E-01  4.723666E-01  4.965853E-01  5.220458E-01  5.488116E-01  5.627049E-01  5.769498E-01  5.915554E-01  6.065307E-01  6.218851E-01  6.376282E-01  6.537698E-01  6.703200E-01  6.872893E-01  7.046881E-01  7.225274E-01  7.408182E-01  7.595721E-01  7.788008E-01  7.985162E-01  8.187308E-01  8.255820E-01  8.324906E-01  8.394570E-01  8.464817E-01  8.535652E-01  8.607080E-01  8.679105E-01  8.751733E-01  8.824969E-01  8.898818E-01  8.973284E-01  9.048374E-01  9.124092E-01  9.200444E-01  9.277435E-01  9.355070E-01  9.433354E-01  9.512294E-01  9.591895E-01  9.672161E-01  9.753099E-01  9.834715E-01  9.917013E-01  1.000000E+00 
1.295000E+00  1.298747E+00  1.464614E+00  1.659242E+00  1.890667E+00  2.167486E+00  2.500668E+00  2.904305E+00  3.396637E+00  4.001449E+00  4.750000E+00  5.767148E+00  7.070722E+00  8.758191E+00  1.096570E+01  1.388561E+01  1.779288E+01  2.308551E+01  3.034706E+01  4.044485E+01  5.468640E+01  7.507236E+01  1.047120E+02  1.485169E+02  2.143796E+02  3.152118E+02  4.725369E+02  7.229464E+02  1.129946E+03  1.806162E+03  2.955925E+03  4.958865E+03  8.538144E+03  1.510792E+04  2.751072E+04  5.162751E+04  1.000000E+05 
 -5 -4 -3 -2 -1  1  2  3  4  5 21                           
0.000000E+00  0.000000E+00  7.890936E-01  6.211070E-01  6.210045E-01  6.210046E-01  6.211072E-01  7.890936E-01  0.000000E+00  0.000000E+00  4.659955E-03 
0.000000E+00  0.000000E+00  7.972380E-01  6.292078E-01  6.291051E-01  6.291052E-01  6.292080E-01  7.972380E-01  0.000000E+00  0.000000E+00  0.000000E+00 
0.000000E+00  1.648343E-02  1.177075E+00  1.007244E+00  1.007136E+00  1.007137E+00  1.007244E+00  1.177075E+00  1.648355E-02  0.000000E+00  0.000000E+00 
0.000000E+00  4.369148E-01  1.596377E+00  1.424970E+00  1.424858E+00  1.424859E+00  1.424971E+00  1.596377E+00  4.369151E-01  0.000000E+00  0.000000E+00 
0.000000E+00  9.213937E-01  2.079828E+00  1.906908E+00  1.906792E+00  1.906793E+00  1.906909E+00  2.079828E+00  9.213941E-01  0.000000E+00  0.000000E+00 
0.000000E+00  1.493780E+00  2.651271E+00  2.476894E+00  2.476773E+00  2.476774E+00  2.476895E+00  2.651272E+00  1.493780E+00  0.000000E+00  0.000000E+00 
0.000000E+00  2.180574E+00  3.337196E+00  3.161409E+00  3.161284E+00  3.161285E+00  3.161410E+00  3.337197E+00  2.180574E+00  0.000000E+00  0.000000E+00 
0.000000E+00  3.011562E+00  4.167378E+00  3.990223E+00  3.990094E+00  3.990096E+00  3.990225E+00  4.167378E+00  3.011563E+00  0.000000E+00  7.093217E+00 
0.000000E+00  4.020425E+00  5.175486E+00  4.997003E+00  4.996870E+00  4.996872E+00  4.997005E+00  5.175487E+00  4.020426E+00  0.000000E+00  2.021413E+01 
0.000000E+00  5.245328E+00  6.399682E+00  6.219905E+00  6.219768E+00  6.219770E+00  6.219908E+00  6.399683E+00  5.245329E+00  0.000000E+00  4.052239E+01 
0.000000E+00  6.729530E+00  7.883217E+00  7.702177E+00  7.702036E+00  7.702038E+00  7.702180E+00  7.883218E+00  6.729532E+00  0.000000E+00  6.999523E+01 
1.925416E-01  8.727943E+00  9.880942E+00  9.698550E+00  9.698404E+00  9.698406E+00  9.698553E+00  9.880944E+00  8.727945E+00  1.925417E-01  1.161122E+02 
2.669713E+00  1.115796E+01  1.231032E+01  1.212663E+01  1.212648E+01  1.212648E+01  1.212664E+01  1.231032E+01  1.115797E+01  2.669713E+00  1.728518E+02 
5.660363E+00  1.410236E+01  1.525409E+01  1.506914E+01  1.506898E+01  1.506898E+01  1.506914E+01  1.525409E+01  1.410236E+01  5.660363E+00  2.488039E+02 
9.260573E+00  1.765714E+01  1.880828E+01  1.862207E+01  1.862191E+01  1.862191E+01  1.862207E+01  1.880828E+01  1.765715E+01  9.260573E+00  3.481690E+02 
1.357993E+01  2.193183E+01  2.308239E+01  2.289494E+01  2.289477E+01  2.289477E+01  2.289494E+01  2.308239E+01  2.193183E+01  1.357993E+01  4.757296E+02 
1.874295E+01  2.705090E+01  2.820089E+01  2.801221E+01  2.801205E+01  2.801205E+01  2.801222E+01  2.820090E+01  2.705090E+01  1.874295E+01  6.368948E+02 
2.489066E+01  3.315529E+01  3.430475E+01  3.411486E+01  3.411468E+01  3.411469E+01  3.411486E+01  3.430475E+01  3.315529E+01  2.489066E+01  8.377461E+02 
3.218216E+01  4.040408E+01  4.155302E+01  4.136192E+01  4.136174E+01  4.136175E+01  4.136193E+01  4.155302E+01  4.040409E+01  3.218216E+01  1.085085E+03 
4.079639E+01  4.897616E+01  5.012458E+01  4.993230E+01  4.993212E+01  4.993212E+01  4.993231E+01  5.012458E+01  4.897617E+01  4.079639E+01  1.386482E+03 
5.093391E+01  5.907206E+01  6.021998E+01  6.002652E+01  6.002633E+01  6.002633E+01  6.002652E+01  6.021998E+01  5.907206E+01  5.093391E+01  1.750322E+03 
6.281882E+01  7.091583E+01  7.206326E+01  7.186864E+01  7.186844E+01  7.186845E+01  7.186864E+01  7.206326E+01  7.091583E+01  6.281882E+01  2.185860E+03 
